"Landscape","Transect","Plot.ID","Tree.ID","Scientific.Name","Taxon.Rank","Class","DBH","TT"
"SimForest","T09","T09_P5","T09_P5_3","Shorea acuminata","Species","C",10.4,12.1
"SimForest","T09","T09_P1","T09_P1_4","Shorea acuminata","Species","A",41.8,31.8
"SimForest","T09","T09_P4","T09_P4_5","Shorea acuminata","Species","C",9.1,10
"SimForest","T09","T09_P5","T09_P5_6","Shorea acuminata","Species","C",12.7,13.1
"SimForest","T09","T09_P2","T09_P2_1","Dipterocarpus alatus","Species","C",13.5,12.1
"SimForest","T09","T09_P2","T09_P2_2","Dipterocarpus alatus","Species","B",21.8,19.4
"SimForest","T09","T09_P5","T09_P5_3","Dipterocarpus alatus","Species","C",12.4,13.2
"SimForest","T09","T09_P4","T09_P4_4","Dipterocarpus alatus","Species","C",15,13
"SimForest","T09","T09_P3","T09_P3_5","Dipterocarpus alatus","Species","B",21.7,17.6
"SimForest","T09","T09_P3","T09_P3_1","Dipterocarpus caudatus","Species","B",26.4,19
"SimForest","T09","T09_P5","T09_P5_2","Dipterocarpus caudatus","Species","A",64.1,48
"SimForest","T09","T09_P5","T09_P5_3","Dipterocarpus caudatus","Species","C",15.6,13.2
"SimForest","T09","T09_P1","T09_P1_4","Dipterocarpus caudatus","Species","C",9.3,11.5
"SimForest","T09","T09_P1","T09_P1_5","Dipterocarpus caudatus","Species","C",14.4,14.6
"SimForest","T09","T09_P5","T09_P5_6","Dipterocarpus caudatus","Species","A",36.7,30.4
"SimForest","T09","T09_P1","T09_P1_7","Dipterocarpus caudatus","Species","C",14.8,15.2
"SimForest","T09","T09_P1","T09_P1_1","Hopea nervosa","Species","A",37.4,27
"SimForest","T09","T09_P4","T09_P4_2","Hopea nervosa","Species","B",23.8,19
"SimForest","T09","T09_P4","T09_P4_3","Hopea nervosa","Species","B",31.1,25.9
"SimForest","T09","T09_P4","T09_P4_4","Hopea nervosa","Species","B",27.4,19.5
"SimForest","T09","T09_P4","T09_P4_5","Hopea nervosa","Species","C",13.5,13.7
"SimForest","T09","T09_P1","T09_P1_6","Hopea nervosa","Species","C",7.1,8.7
"SimForest","T09","T09_P3","T09_P3_1","Dryobalanops aromatica","Species","B",25.8,21.4
"SimForest","T09","T09_P5","T09_P5_2","Dryobalanops aromatica","Species","A",53.4,33.9
"SimForest","T09","T09_P4","T09_P4_3","Dryobalanops aromatica","Species","C",12.3,12.9
"SimForest","T09","T09_P1","T09_P1_4","Dryobalanops aromatica","Species","C",9.4,10
"SimForest","T09","T09_P3","T09_P3_5","Dryobalanops aromatica","Species","C",16.3,14.8
"SimForest","T09","T09_P4","T09_P4_6","Dryobalanops aromatica","Species","B",18.3,15.4
"SimForest","T09","T09_P2","T09_P2_7","Dryobalanops aromatica","Species","C",10,11.5
"SimForest","T09","T09_P5","T09_P5_1","Syzygium polyanthum","Species","C",14.6,13.2
"SimForest","T09","T09_P3","T09_P3_2","Syzygium polyanthum","Species","C",6.5,9.3
"SimForest","T09","T09_P3","T09_P3_3","Syzygium polyanthum","Species","C",8.5,10.5
"SimForest","T09","T09_P4","T09_P4_4","Syzygium polyanthum","Species","A",62.1,41.8
"SimForest","T09","T09_P4","T09_P4_5","Syzygium polyanthum","Species","A",51.1,31.1
"SimForest","T09","T09_P3","T09_P3_6","Syzygium polyanthum","Species","B",20.9,16.3
"SimForest","T09","T09_P1","T09_P1_7","Syzygium polyanthum","Species","C",8,10
"SimForest","T09","T09_P1","T09_P1_8","Syzygium polyanthum","Species","C",9.7,10
"SimForest","T09","T09_P2","T09_P2_9","Syzygium polyanthum","Species","C",14.3,12.5
"SimForest","T09","T09_P3","T09_P3_10","Syzygium polyanthum","Species","A",46.8,36.3
"SimForest","T09","T09_P3","T09_P3_11","Syzygium polyanthum","Species","C",9,10.8
"SimForest","T09","T09_P5","T09_P5_12","Syzygium polyanthum","Species","B",31.1,25.7
"SimForest","T09","T09_P1","T09_P1_1","Syzygium claviflorum","Species","B",27.5,19.5
"SimForest","T09","T09_P3","T09_P3_2","Syzygium claviflorum","Species","C",9.9,11.3
"SimForest","T09","T09_P4","T09_P4_3","Syzygium claviflorum","Species","C",8.7,10.4
"SimForest","T09","T09_P5","T09_P5_4","Syzygium claviflorum","Species","C",16.2,14.1
"SimForest","T09","T09_P2","T09_P2_1","Dacryodes rostrata","Species","C",15.9,15.2
"SimForest","T09","T09_P1","T09_P1_2","Dacryodes rostrata","Species","C",10.2,11.7
"SimForest","T09","T09_P5","T09_P5_3","Dacryodes rostrata","Species","B",28.9,21.3
"SimForest","T09","T09_P4","T09_P4_4","Dacryodes rostrata","Species","B",30.8,24.8
"SimForest","T09","T09_P1","T09_P1_5","Dacryodes rostrata","Species","A",57.5,37.1
"SimForest","T09","T09_P1","T09_P1_6","Dacryodes rostrata","Species","C",12.9,13.5
"SimForest","T09","T09_P3","T09_P3_7","Dacryodes rostrata","Species","C",14.5,13.2
"SimForest","T09","T09_P1","T09_P1_8","Dacryodes rostrata","Species","A",69.2,42.1
"SimForest","T09","T09_P2","T09_P2_9","Dacryodes rostrata","Species","C",8,9.1
"SimForest","T09","T09_P4","T09_P4_10","Dacryodes rostrata","Species","C",14.2,13.8
"SimForest","T09","T09_P5","T09_P5_11","Dacryodes rostrata","Species","C",14.1,12.2
"SimForest","T09","T09_P5","T09_P5_12","Dacryodes rostrata","Species","B",32.7,24.6
"SimForest","T09","T09_P3","T09_P3_13","Dacryodes rostrata","Species","C",9.2,10.9
"SimForest","T09","T09_P4","T09_P4_14","Dacryodes rostrata","Species","C",16.4,14.5
"SimForest","T09","T09_P3","T09_P3_15","Dacryodes rostrata","Species","C",9,10.6
"SimForest","T09","T09_P3","T09_P3_1","Ficus variegata","Species","C",13.7,14.1
"SimForest","T09","T09_P4","T09_P4_1","Artocarpus elasticus","Species","C",14.8,13.2
"SimForest","T09","T09_P4","T09_P4_2","Artocarpus elasticus","Species","B",24.1,21.5
"SimForest","T09","T09_P3","T09_P3_1","Durio zibethinus","Species","B",18.4,15.2
"SimForest","T09","T09_P2","T09_P2_2","Durio zibethinus","Species","A",36.5,27.7
"SimForest","T09","T09_P3","T09_P3_3","Durio zibethinus","Species","C",7.7,10.4
"SimForest","T09","T09_P5","T09_P5_4","Durio zibethinus","Species","B",18.8,17.9
"SimForest","T09","T09_P4","T09_P4_1","Koompassia excelsa","Species","C",16.2,13.1
"SimForest","T09","T09_P2","T09_P2_2","Koompassia excelsa","Species","C",14.3,14
"SimForest","T09","T09_P4","T09_P4_3","Koompassia excelsa","Species","A",58.3,36.2
"SimForest","T09","T09_P5","T09_P5_4","Koompassia excelsa","Species","C",13.2,13.5
"SimForest","T09","T09_P2","T09_P2_5","Koompassia excelsa","Species","C",8.6,10.3
"SimForest","T09","T09_P3","T09_P3_6","Koompassia excelsa","Species","C",12.9,13.3
"SimForest","T09","T09_P5","T09_P5_7","Koompassia excelsa","Species","C",10.4,10.5
"SimForest","T09","T09_P1","T09_P1_1","Dyera costulata","Species","C",15.2,13.8
"SimForest","T09","T09_P4","T09_P4_2","Dyera costulata","Species","C",12.2,12
"SimForest","T09","T09_P5","T09_P5_3","Dyera costulata","Species","C",14.5,12.9
"SimForest","T09","T09_P5","T09_P5_4","Dyera costulata","Species","B",31.8,21.5
"SimForest","T09","T09_P1","T09_P1_5","Dyera costulata","Species","C",8.4,10.6
"SimForest","T09","T09_P5","T09_P5_6","Dyera costulata","Species","A",39,30
"SimForest","T09","T09_P1","T09_P1_1","Palaquium rostratum","Species","B",26.1,18.2
"SimForest","T09","T09_P3","T09_P3_2","Palaquium rostratum","Species","C",13.8,12
"SimForest","T09","T09_P3","T09_P3_3","Palaquium rostratum","Species","B",31.6,21.4
"SimForest","T09","T09_P5","T09_P5_4","Palaquium rostratum","Species","C",11.5,11
"SimForest","T09","T09_P3","T09_P3_5","Palaquium rostratum","Species","C",16,14.8
"SimForest","T09","T09_P5","T09_P5_6","Palaquium rostratum","Species","C",14.2,14.6
"SimForest","T09","T09_P4","T09_P4_7","Palaquium rostratum","Species","C",12.1,12.3
"SimForest","T09","T09_P4","T09_P4_8","Palaquium rostratum","Species","C",16.2,14.9
"SimForest","T09","T09_P3","T09_P3_1","Santiria laevigata","Species","C",15.7,13.5
"SimForest","T09","T09_P5","T09_P5_2","Santiria laevigata","Species","A",57.8,40.7
"SimForest","T09","T09_P5","T09_P5_3","Santiria laevigata","Species","A",50.3,33
"SimForest","T09","T09_P4","T09_P4_4","Santiria laevigata","Species","C",10.9,11.7
"SimForest","T09","T09_P3","T09_P3_5","Santiria laevigata","Species","B",31.4,26.8
"SimForest","T09","T09_P3","T09_P3_6","Santiria laevigata","Species","B",28.5,23.6
"SimForest","T09","T09_P5","T09_P5_7","Santiria laevigata","Species","C",14.8,13.4
"SimForest","T09","T09_P5","T09_P5_8","Santiria laevigata","Species","B",23.5,18.8
"SimForest","T09","T09_P5","T09_P5_9","Santiria laevigata","Species","C",14.1,14.2
"SimForest","T09","T09_P5","T09_P5_10","Santiria laevigata","Species","C",8.1,10.1
"SimForest","T09","T09_P3","T09_P3_11","Santiria laevigata","Species","C",6.8,9.3
"SimForest","T09","T09_P3","T09_P3_12","Santiria laevigata","Species","B",31.4,26.6
"SimForest","T09","T09_P4","T09_P4_1","Aglaia argentea","Species","C",6.5,9.1
"SimForest","T09","T09_P1","T09_P1_2","Aglaia argentea","Species","A",55.9,35.9
"SimForest","T09","T09_P2","T09_P2_3","Aglaia argentea","Species","C",12.1,13.1
"SimForest","T09","T09_P5","T09_P5_1","Knema laurina","Species","C",14.8,13.1
"SimForest","T09","T09_P3","T09_P3_2","Knema laurina","Species","B",21.7,16.3
"SimForest","T09","T09_P3","T09_P3_1","Horsfieldia irya","Species","C",14.6,13.3
"SimForest","T09","T09_P2","T09_P2_2","Horsfieldia irya","Species","C",14,14.3
"SimForest","T09","T09_P5","T09_P5_3","Horsfieldia irya","Species","B",23.5,18.5
"SimForest","T09","T09_P3","T09_P3_4","Horsfieldia irya","Species","C",13.2,13.6
"SimForest","T09","T09_P2","T09_P2_5","Horsfieldia irya","Species","C",8.9,11.2
"SimForest","T09","T09_P3","T09_P3_6","Horsfieldia irya","Species","A",61.4,39.9
"SimForest","T09","T09_P2","T09_P2_1","Litsea firma","Species","C",9.2,10.9
"SimForest","T09","T09_P3","T09_P3_2","Litsea firma","Species","C",15.7,14.4
"SimForest","T09","T09_P4","T09_P4_3","Litsea firma","Species","C",14.5,13.1
"SimForest","T09","T09_P2","T09_P2_4","Litsea firma","Species","A",36.9,27.6
"SimForest","T09","T09_P5","T09_P5_5","Litsea firma","Species","B",26.8,21.3
"SimForest","T09","T09_P2","T09_P2_6","Litsea firma","Species","C",15.9,13.4
"SimForest","T09","T09_P5","T09_P5_7","Litsea firma","Species","B",26.1,22.7
"SimForest","T09","T09_P2","T09_P2_1","Baccaurea macrocarpa","Species","C",9.4,9.9
"SimForest","T09","T09_P3","T09_P3_2","Baccaurea macrocarpa","Species","B",26.4,18.5
"SimForest","T09","T09_P4","T09_P4_3","Baccaurea macrocarpa","Species","C",15.1,13.1
"SimForest","T09","T09_P3","T09_P3_4","Baccaurea macrocarpa","Species","C",10.8,11.3
"SimForest","T09","T09_P4","T09_P4_5","Baccaurea macrocarpa","Species","B",24.3,18.5
"SimForest","T09","T09_P1","T09_P1_6","Baccaurea macrocarpa","Species","C",7.8,9.8
"SimForest","T09","T09_P2","T09_P2_7","Baccaurea macrocarpa","Species","C",12.2,13
"SimForest","T09","T09_P4","T09_P4_8","Baccaurea macrocarpa","Species","C",11.1,12.8
"SimForest","T09","T09_P3","T09_P3_9","Baccaurea macrocarpa","Species","C",12.5,13.1
"SimForest","T09","T09_P4","T09_P4_10","Baccaurea macrocarpa","Species","A",38,25.8
"SimForest","T09","T09_P4","T09_P4_11","Baccaurea macrocarpa","Species","B",30.6,24.2
"SimForest","T09","T09_P2","T09_P2_1","Garcinia parvifolia","Species","A",46.3,31.5
"SimForest","T09","T09_P3","T09_P3_2","Garcinia parvifolia","Species","C",9.9,11.9
"SimForest","T09","T09_P5","T09_P5_3","Garcinia parvifolia","Species","C",15.2,13.7
"SimForest","T09","T09_P2","T09_P2_4","Garcinia parvifolia","Species","C",13.5,12
"SimForest","T09","T09_P2","T09_P2_5","Garcinia parvifolia","Species","C",7.3,8.7
"SimForest","T09","T09_P2","T09_P2_6","Garcinia parvifolia","Species","B",29.7,23.8
"SimForest","T09","T09_P5","T09_P5_7","Garcinia parvifolia","Species","C",14.9,13.8
"SimForest","T09","T09_P3","T09_P3_1","Alstonia scholaris","Species","B",32.3,21.5
"SimForest","T09","T09_P4","T09_P4_2","Alstonia scholaris","Species","C",7.5,9.7
"SimForest","T09","T09_P2","T09_P2_1","Calophyllum inophyllum","Species","C",10.8,10.9
"SimForest","T09","T09_P3","T09_P3_2","Calophyllum inophyllum","Species","C",15.2,12.7
"SimForest","T09","T09_P3","T09_P3_3","Calophyllum inophyllum","Species","C",14.8,15.2
"SimForest","T09","T09_P3","T09_P3_4","Calophyllum inophyllum","Species","A",49.2,38.3
"SimForest","T09","T09_P1","T09_P1_5","Calophyllum inophyllum","Species","C",16,15.6
"SimForest","T09","T09_P4","T09_P4_6","Calophyllum inophyllum","Species","C",10.5,11.5
"SimForest","T09","T09_P3","T09_P3_7","Calophyllum inophyllum","Species","B",22,17.3
"SimForest","T09","T09_P5","T09_P5_8","Calophyllum inophyllum","Species","B",25.1,20.9
"SimForest","T09","T09_P3","T09_P3_9","Calophyllum inophyllum","Species","B",21.3,16
"SimForest","T09","T09_P3","T09_P3_1","Elateriospermum tapos","Species","C",15.4,15.5
"SimForest","T09","T09_P2","T09_P2_2","Elateriospermum tapos","Species","C",9.2,9.9
"SimForest","T09","T09_P5","T09_P5_3","Elateriospermum tapos","Species","B",23.7,19.1
"SimForest","T09","T09_P3","T09_P3_4","Elateriospermum tapos","Species","B",18.2,17.5
"SimForest","T09","T09_P4","T09_P4_5","Elateriospermum tapos","Species","C",13.7,13.7
"SimForest","T09","T09_P5","T09_P5_6","Elateriospermum tapos","Species","C",10.3,11
"SimForest","T09","T09_P4","T09_P4_7","Elateriospermum tapos","Species","C",12.2,11.5
"SimForest","T09","T09_P5","T09_P5_8","Elateriospermum tapos","Species","C",10.7,11.6
"SimForest","T09","T09_P3","T09_P3_1","Eusideroxylon zwageri","Species","C",9.4,10.3
"SimForest","T09","T09_P5","T09_P5_2","Eusideroxylon zwageri","Species","B",28.7,23.6
"SimForest","T09","T09_P5","T09_P5_3","Eusideroxylon zwageri","Species","B",27.1,22.1
"SimForest","T09","T09_P4","T09_P4_4","Eusideroxylon zwageri","Species","A",40.7,27
"SimForest","T09","T09_P4","T09_P4_5","Eusideroxylon zwageri","Species","C",8.8,10.9
"SimForest","T09","T09_P5","T09_P5_1","Intsia palembanica","Species","C",11.5,12.5
"SimForest","T09","T09_P2","T09_P2_2","Intsia palembanica","Species","C",6.5,9.3
"SimForest","T09","T09_P4","T09_P4_1","Macaranga gigantea","Species","C",11.8,11.7
"SimForest","T09","T09_P3","T09_P3_2","Macaranga gigantea","Species","C",10.3,11.6
"SimForest","T09","T09_P1","T09_P1_3","Macaranga gigantea","Species","C",11.6,11.7
"SimForest","T09","T09_P1","T09_P1_4","Macaranga gigantea","Species","B",27.3,21.4
"SimForest","T09","T09_P2","T09_P2_5","Macaranga gigantea","Species","B",29.4,21.3
"SimForest","T09","T09_P5","T09_P5_6","Macaranga gigantea","Species","B",20.4,18.4
"SimForest","T09","T09_P2","T09_P2_1","Mallotus paniculatus","Species","C",15.6,13.7
"SimForest","T09","T09_P4","T09_P4_2","Mallotus paniculatus","Species","A",35.7,25.1
"SimForest","T09","T09_P2","T09_P2_3","Mallotus paniculatus","Species","C",8.6,11
"SimForest","T09","T09_P4","T09_P4_4","Mallotus paniculatus","Species","C",15.5,13.9
"SimForest","T09","T09_P3","T09_P3_5","Mallotus paniculatus","Species","B",32.1,22.6
"SimForest","T09","T09_P5","T09_P5_6","Mallotus paniculatus","Species","B",21.5,16.3
"SimForest","T09","T09_P1","T09_P1_7","Mallotus paniculatus","Species","C",12.8,13.5
"SimForest","T09","T09_P1","T09_P1_8","Mallotus paniculatus","Species","A",34.9,23.6
"SimForest","T09","T09_P2","T09_P2_9","Mallotus paniculatus","Species","A",52.1,36.4
"SimForest","T09","T09_P3","T09_P3_10","Mallotus paniculatus","Species","A",36,24
"SimForest","T09","T09_P5","T09_P5_11","Mallotus paniculatus","Species","C",9,11
"SimForest","T09","T09_P4","T09_P4_1","Nephelium lappaceum","Species","A",57.3,40.5
"SimForest","T09","T09_P5","T09_P5_2","Nephelium lappaceum","Species","B",20.7,18.2
"SimForest","T09","T09_P2","T09_P2_3","Nephelium lappaceum","Species","B",18.4,14.4
"SimForest","T09","T09_P5","T09_P5_4","Nephelium lappaceum","Species","C",9.2,11
"SimForest","T09","T09_P2","T09_P2_5","Nephelium lappaceum","Species","A",40.7,27.9
"SimForest","T09","T09_P3","T09_P3_1","Parkia speciosa","Species","C",9.9,10.1
"SimForest","T09","T09_P5","T09_P5_2","Parkia speciosa","Species","B",17.9,15.7
"SimForest","T09","T09_P4","T09_P4_3","Parkia speciosa","Species","C",6.8,8.7
"SimForest","T09","T09_P4","T09_P4_4","Parkia speciosa","Species","C",12.4,12.8
"SimForest","T09","T09_P5","T09_P5_5","Parkia speciosa","Species","C",15.9,13.8
"SimForest","T09","T09_P4","T09_P4_6","Parkia speciosa","Species","C",15.7,14.8
"SimForest","T09","T09_P3","T09_P3_7","Parkia speciosa","Species","C",8.7,10.4
"SimForest","T09","T09_P4","T09_P4_8","Parkia speciosa","Species","B",19.5,17.4
"SimForest","T09","T09_P2","T09_P2_9","Parkia speciosa","Species","C",16.4,13.6
"SimForest","T09","T09_P4","T09_P4_10","Parkia speciosa","Species","B",22.5,16.6
"SimForest","T09","T09_P5","T09_P5_11","Parkia speciosa","Species","B",22.7,17.7
"SimForest","T09","T09_P1","T09_P1_1","Vatica rassak","Species","B",22.7,17.3
"SimForest","T09","T09_P4","T09_P4_2","Vatica rassak","Species","B",19.1,15.1
"SimForest","T09","T09_P3","T09_P3_3","Vatica rassak","Species","A",63.2,49.1
"SimForest","T09","T09_P1","T09_P1_4","Vatica rassak","Species","B",31.9,24.4
"SimForest","T09","T09_P4","T09_P4_5","Vatica rassak","Species","B",25.5,18.1
"SimForest","T09","T09_P3","T09_P3_6","Vatica rassak","Species","C",15.6,14.9
"SimForest","T10","T10_P5","T10_P5_1","Shorea leprosula","Species","C",6.3,9.2
"SimForest","T10","T10_P5","T10_P5_2","Shorea leprosula","Species","C",6.6,8.5
"SimForest","T10","T10_P2","T10_P2_3","Shorea leprosula","Species","C",13.6,11.9
"SimForest","T10","T10_P1","T10_P1_4","Shorea leprosula","Species","C",9.6,10.2
"SimForest","T10","T10_P4","T10_P4_5","Shorea leprosula","Species","C",9.7,11.7
"SimForest","T10","T10_P3","T10_P3_6","Shorea leprosula","Species","C",6.7,9.7
"SimForest","T10","T10_P5","T10_P5_1","Shorea parvifolia","Species","C",8.3,10.1
"SimForest","T10","T10_P5","T10_P5_1","Shorea acuminata","Species","C",14,12.9
"SimForest","T10","T10_P4","T10_P4_2","Shorea acuminata","Species","C",6.9,9.6
"SimForest","T10","T10_P3","T10_P3_1","Dipterocarpus alatus","Species","A",46.9,37.7
"SimForest","T10","T10_P3","T10_P3_1","Dipterocarpus caudatus","Species","A",71,50.9
"SimForest","T10","T10_P1","T10_P1_1","Hopea nervosa","Species","C",14.1,12.2
"SimForest","T10","T10_P5","T10_P5_2","Hopea nervosa","Species","C",13.3,13.5
"SimForest","T10","T10_P2","T10_P2_3","Hopea nervosa","Species","C",9.9,10.1
"SimForest","T10","T10_P4","T10_P4_4","Hopea nervosa","Species","A",61.7,44.4
"SimForest","T10","T10_P1","T10_P1_1","Dryobalanops aromatica","Species","A",35.5,26
"SimForest","T10","T10_P2","T10_P2_2","Dryobalanops aromatica","Species","C",7.3,9.1
"SimForest","T10","T10_P5","T10_P5_3","Dryobalanops aromatica","Species","C",7.2,8.6
"SimForest","T10","T10_P5","T10_P5_4","Dryobalanops aromatica","Species","A",54.6,33.9
"SimForest","T10","T10_P5","T10_P5_5","Dryobalanops aromatica","Species","C",13.4,14.1
"SimForest","T10","T10_P5","T10_P5_1","Syzygium polyanthum","Species","C",14.1,12.6
"SimForest","T10","T10_P4","T10_P4_2","Syzygium polyanthum","Species","B",21.1,16.6
"SimForest","T10","T10_P4","T10_P4_3","Syzygium polyanthum","Species","C",11.9,12.6
"SimForest","T10","T10_P4","T10_P4_4","Syzygium polyanthum","Species","B",18.9,15.4
"SimForest","T10","T10_P1","T10_P1_5","Syzygium polyanthum","Species","B",30.3,21.9
"SimForest","T10","T10_P5","T10_P5_6","Syzygium polyanthum","Species","B",17.8,14
"SimForest","T10","T10_P1","T10_P1_1","Syzygium claviflorum","Species","A",49.6,32.2
"SimForest","T10","T10_P3","T10_P3_2","Syzygium claviflorum","Species","C",8.4,10.6
"SimForest","T10","T10_P3","T10_P3_1","Dacryodes rostrata","Species","C",14.5,12.8
"SimForest","T10","T10_P4","T10_P4_2","Dacryodes rostrata","Species","B",28.2,24
"SimForest","T10","T10_P5","T10_P5_3","Dacryodes rostrata","Species","C",13,12.2
"SimForest","T10","T10_P5","T10_P5_4","Dacryodes rostrata","Species","A",62.2,38.8
"SimForest","T10","T10_P2","T10_P2_1","Diospyros macrophylla","Species","A",68.2,49.2
"SimForest","T10","T10_P3","T10_P3_1","Ficus benjamina","Species","C",10.8,11.5
"SimForest","T10","T10_P4","T10_P4_2","Ficus benjamina","Species","A",53.4,38.5
"SimForest","T10","T10_P3","T10_P3_1","Ficus variegata","Species","C",8.8,10
"SimForest","T10","T10_P2","T10_P2_1","Artocarpus elasticus","Species","B",24.2,20.7
"SimForest","T10","T10_P4","T10_P4_1","Durio zibethinus","Species","C",10.5,10.4
"SimForest","T10","T10_P1","T10_P1_2","Durio zibethinus","Species","B",30.6,22.6
"SimForest","T10","T10_P3","T10_P3_1","Koompassia excelsa","Species","C",15.1,12.9
"SimForest","T10","T10_P4","T10_P4_2","Koompassia excelsa","Species","C",9.8,10.8
"SimForest","T10","T10_P2","T10_P2_1","Palaquium rostratum","Species","B",25.8,18.5
